274.572722	1202.752871	119.004822	0.994980
434.980021	1183.666172	125.032761	1.700000
217.051434	1043.757831	116.745247	7.006666
288.468774	926.925751	119.469711	11.423609
298.652867	793.580756	119.886108	16.396664
322.733012	639.962754	120.698318	21.945827
368.463527	185.004952	122.540543	37.016663
332.686298	127.019371	121.196091	38.722488
272.531293	144.138453	118.841927	38.150543
424.727567	148.123703	124.721649	38.139160
462.740498	303.792503	126.186096	33.247490
552.531690	215.750166	129.585297	36.034866
833.052148	43.058949	140.407471	41.222214
865.600398	141.816248	141.525818	38.266388
672.975445	304.572174	134.182739	33.239433
581.332835	373.748656	130.752472	31.046665
755.461196	168.451587	137.359680	37.494995
822.800537	251.729896	139.964691	34.922493
462.835676	1058.462355	126.206940	6.320277
